original	pagecount	volnumber	volcount	Count
xii, 323 s., 3 kartor	 341	NA	NA	   1
278 s., 1 pl.-bl.	 278	NA	NA	   1
422 s., [1] pl.-bl.	 422	NA	NA	   1
[10], 78 s., s. 81-332 =(s. 326-32 opag.)=; vi pl.	 354	NA	NA	   1
166s	 166	NA	NA	   1
xii, 532 s.	 544	NA	NA	   1
46 s.;(46, [2] s.)	  94	NA	NA	   1
234,(1)s	 234	NA	NA	   1
162, [1] s.	 163	NA	NA	   1
[02] , ii356, [iii02] , iv272, v48 s. =(s. iv253-72 opag.)=.	   2	NA	NA	   1
[8], 621 [1] s.	   8	NA	NA	   1
40 s. =(s. 39/40 blank)=; pl. ii.	   4	NA	NA	   1
112,(1)s	 112	NA	NA	   1
[08] , 436 s. =(s. 433-36 opag.)=.	   8	NA	NA	   1
(2) 3-39 (3) s.	NA	NA	NA	   1
15[1] s.	NA	NA	NA	   1
51 s., [1] pl.-bl.	  51	NA	NA	   1
218,(1) s.	 218	NA	NA	   1
[4], 250 s.	 254	NA	NA	   1
[02] , 526 s. =(s. 513-26 opag.).=	   2	NA	NA	   1
[4], 316 s.	 320	NA	NA	   1
[16], 160 s.	 176	NA	NA	   1
(1),58 bl.	 117	NA	NA	   1
[03] f.	NA	NA	NA	   1
[2], [1] s.	   3	NA	NA	   1
434 s.	 434	NA	NA	   1
3 vol.;([4], 223 ; [4], 212 ; [4], 268 s.)	 715	NA	NA	   1
11 st.	NA	NA	NA	   1
A12-B12.	NA	NA	NA	   1
141, [2] s.	 143	NA	NA	   1
40 dubbelpl.	NA	NA	NA	   1
[02] , 220 s. =(s. 195-220 opag.)=.	   2	NA	NA	   1
xv, 366, [1] s.	 382	NA	NA	   1
08 s. =(s. 7-8 opag.).=	NA	NA	NA	   1
66, [2] s.	  68	NA	NA	   1
[4], 92 s.	  96	NA	NA	   1
28, [1] s.	  29	NA	NA	   1
127s +	 127	NA	NA	   1
A12-F12.	NA	NA	NA	   1
256,(1)s	 256	NA	NA	   1
Ca 12-24 s.	  13	NA	NA	   1
134,[1] s.	 135	NA	NA	   1
326, [4] s.	 330	NA	NA	   1
372s	 372	NA	NA	   1
s. 3-368	 366	NA	NA	   1
68 s., vii pl.-bl.	  68	NA	NA	   1
4 vol.;(230, [1] s. ; 209, [1] s. ; 219, [19 s. ; 256 [1] s.)	 679	NA	NA	   1
[1], 669-692	  25	NA	NA	   1
126 s., 10 pl.-s.	 126	NA	NA	   1
4, 117 s.	 117	NA	NA	   1
xix, 261 s.	 280	NA	NA	   1
29 bl.	  58	NA	NA	   1
15s.,10 tab.	  35	NA	NA	   1
213, [3] s., [16] pl.-s.	 216	NA	NA	   1
[36] s.; [4] inklistr. gravyrer.	  36	NA	NA	   1
[02] , 80, xiv s. =(s. 79-80 opag.)= & omsl.	  82	NA	NA	   1
298, [1] s.	 299	NA	NA	   1
252 s., 8 pl.-bl.	 252	NA	NA	   1
12 s. och 8 pl.	NA	NA	NA	   1
20 bl.	  40	NA	NA	   1
70 bl.	 140	NA	NA	   1
393s	 393	NA	NA	   1
222 s. med var. pag.	 222	NA	NA	   1
[2], 66 s.	  68	NA	NA	   1
42 s., 20 färg-pl.	  42	NA	NA	   1
(2) s., s. 231-255, pl. XC-XCI	 259	NA	NA	   1
278s.,8 pl.-bl.	 278	NA	NA	   1
(2) 3-32 s.	  32	NA	NA	   1
172,(1) s.	 172	NA	NA	   1
[4] s., [1] ins.	   4	NA	NA	   1
496 s.	 496	NA	NA	   1
244, [4] s., 8 pl.-bl., 2 kartblad	 252	NA	NA	   1
41 s., ix vikta pl.-bl.	  41	NA	NA	   1
16s +	  16	NA	NA	   1
xvi, 320 s.	 336	NA	NA	   1
viij, 159 s.	 167	NA	NA	   1
xxi, 162 s.	 183	NA	NA	   1
a8b4A8-P8Q4.	NA	NA	NA	   1
(2), iv, 88 s.	  92	NA	NA	   1
S. 169-552	 384	NA	NA	   1
55 s., [8] pl.	  71	NA	NA	   1
(vi), 53, (3) s., 5 pl. bl.	  63	NA	NA	   1
(1) bl. A4-D4E4F.	   2	NA	NA	   1
208, [2] s.	 210	NA	NA	   1
274 s.;(274,(1)s.,1 kartbl.)	 550	NA	NA	   1
204 s	 204	NA	NA	   1
79 s., [4] pl.-bl. i färg	  79	NA	NA	   1
[4], 409 s.	 413	NA	NA	   1
[02] , ii32 s.	   2	NA	NA	   1
[8], 227, [1] s.	 236	NA	NA	   1
[24] , 48 s.	  72	NA	NA	   1
08 s. =(s. 7-8 opag.)=	NA	NA	NA	   1
[04] , 132 s. =(s. 118-32 opag.)=.	   4	NA	NA	   1
32, 94, 52, 174, 74 s.	 174	NA	NA	   1
viii, 207 s.	 215	NA	NA	   1
[04] , ii124 s. =(s. 1/2 blank)=; 9 inklistr. kopparsticksvinj. =(graverade)=.	   4	NA	NA	   1
[02] , 412 s. =(s. 409-12 opag.).=	   2	NA	NA	   1
331s	 331	NA	NA	   1
203,(1)s	 203	NA	NA	   1
[08] , 124 s.	 132	NA	NA	   1
[04] , 128, 130, iv s. =(s. iv felpag 'VI')=.	 134	NA	NA	   1
viii, 496 s.	 504	NA	NA	   1
450 s.	 450	NA	NA	   1
s. [91]-112	  22	NA	NA	   1
viii, 116 s.	 124	NA	NA	   1
227, [2] s.	 229	NA	NA	   1
312s	 312	NA	NA	   1
vi,172s	 178	NA	NA	   1
304, [3] s.	 307	NA	NA	   1
[02], 118 s. =(s. 117-18 opag. annons)=	   2	NA	NA	   1
(2), 1296, xlviii s.	1344	NA	NA	   1
109,(1)s	 109	NA	NA	   1
[02] , 112 s.	 114	NA	NA	   1
32 s., 1 port.	  32	NA	NA	   1
134,(1)s	 134	NA	NA	   1
[4], 72 s.	  76	NA	NA	   1
2 vol.;(623 s.)	 623	NA	NA	   1
20 s. =(s. 19/20 blank)= & omsl.	NA	NA	NA	   1
2 vol.;(250, [6] s., 1 pl.bl., 1 karta ; 292, [6] s., 1 karta)	 558	NA	NA	   1
vii s., 104 pl.-s.	   7	NA	NA	   1
(2), 74 s., 3 pl.	  80	NA	NA	   1
118, [1] s., 9 pl.-bl.	 119	NA	NA	   1
302,[2] s.	 304	NA	NA	   1
12 s., 1 pl.	  14	NA	NA	   1
112, (4) s.	 112	NA	NA	   1
[2], 28, [2] s.	  32	NA	NA	   1
[4], 149 s.	 153	NA	NA	   1
125,(1)s.,4 pl.	 133	NA	NA	   1
99,(1)s	  99	NA	NA	   1
10, (2) s.	  10	NA	NA	   1
155 s., pl.-bl.	 157	NA	NA	   1
2 vol.;(44; 59 s.)	 103	NA	NA	   1
64, [1] s. +	  65	NA	NA	   1
xlvi, 646 s.	 692	NA	NA	   1
viij,402s	 410	NA	NA	   1
(1) s., 14 pl.	  29	NA	NA	   1
384 s.,1 karta	 386	NA	NA	   1
391s.	 391	NA	NA	   1
[28] , 152, [08] , 10 s.; iv pl.	 196	NA	NA	   1
74 s. =(s. 35-74 opag.)=.	NA	NA	NA	   1
48 s., 3 pl. bl.	  52	NA	NA	   1
[28] , 104 s. =(s. 86-104 opag.)=.	  28	NA	NA	   1
200 s.,12 pl.-bl.	 200	NA	NA	   1
(3), xiv, (1), 335 s., 1 facs.	 349	NA	NA	   1
xxvii, 112 s.	 139	NA	NA	   1
122 s., 18 pl. och 14 kartor.	 150	NA	NA	   1
[02] , 382 s. =(s. 337-82 opag.)=.	   2	NA	NA	   1
[4], 295 s.	 299	NA	NA	   1
286, [1] s.	 287	NA	NA	   1
127 s., 6 pl.-bl.	 127	NA	NA	   1
38, (2) s.	  38	NA	NA	   1
162 s., 8 pl.-bl.	 162	NA	NA	   1
[4], iv, 408 s.	 416	NA	NA	   1
(4) 1-304 (16) s.	NA	NA	NA	   1
40, [16] s.	  56	NA	NA	   1
483 s.	 483	NA	NA	   1
[4], 119 s.	 123	NA	NA	   1
[8], 48 s.	  56	NA	NA	   1
250 s. +	 250	NA	NA	   1
327, [1] s.,1 portr.	 330	NA	NA	   1
[4], 330 s., 1 pl.-bl.	 334	NA	NA	   1
[12] , ii500 s. =(s. 1/2 blank)=; [2] pl.	  16	NA	NA	   1
54,(facit) 5s	  54	NA	NA	   1
131, iii s.	 134	NA	NA	   1
300, [1] s.	 301	NA	NA	   1
75 vol.;(1200 s.)	1200	NA	NA	   1
[2], 42 s.	  44	NA	NA	   1
168 s., [8] pl.-bl.	 168	NA	NA	   1
31,[1] s.	  32	NA	NA	   1
259 s., 26 pl.-bl.	 259	NA	NA	   1
[4], 275, [1] s.	 280	NA	NA	   1
2 vol.;(512 s.)	 512	NA	NA	   1
S. 121-160	  40	NA	NA	   1
344 s. =(s. 337-44 opag.)=; xi pl., [4] klistrade vinj.	NA	NA	NA	   1
(2),78s	  78	NA	NA	   1
xvi, 284 s. =(s. xv-xvi opag.)=; iii pl.	  22	NA	NA	   1
Ca 90s.(lösbladssystem)	  90	NA	NA	   1
[16], 576 s., s. 575-702 =(s. 633-702 opag.)=.	 718	NA	NA	   1
[8], 187 s.	 195	NA	NA	   1
107, [2] s.	 109	NA	NA	   1
23 s., 4 pl. bl.	  27	NA	NA	   1
31, [11] s.	  42	NA	NA	   1
136 s. =(s. 135/36 blank)=.	NA	NA	NA	   1
22 s. =(s. 23/24 blank).=	NA	NA	NA	   1
126 s., [60] pl.-s.	 126	NA	NA	   1
iv,124s	 128	NA	NA	   1
viij,160s	 168	NA	NA	   1
viii, 188, [3] s.	 199	NA	NA	   1
144, [2] s.	 146	NA	NA	   1
viij och 94 s.	 102	NA	NA	   1
235, [1] s., 1 vikt karta	 236	NA	NA	   1
360s. + ann.,4 pl.-bl.	NA	NA	NA	   1
[49, 223 s., [3] pl.-bl.	 272	NA	NA	   1
76 s.; [1] rättelsebl.	  76	NA	NA	   1
xviij,(4)s.,s.7-302	 320	NA	NA	   1
95s. (inkl. ann.)	  95	NA	NA	   1
185, vi s.	 191	NA	NA	   1
(3) 2-260 s.	 260	NA	NA	   1
12,(1)s	  12	NA	NA	   1
164, [2] s.	 166	NA	NA	   1
19, (5) s.	  19	NA	NA	   1
[9], 105, [1] s., 1 portr.	 117	NA	NA	   1
S.165-185	  21	NA	NA	   1
28 s., 64 pl.-s.	  28	NA	NA	   1
8:o(4 o.8). 1438 s.	NA	NA	NA	   1
260 s., 1 portr.	 262	NA	NA	   1
96,(1)s	  96	NA	NA	   1
(2) s., (14), 1-324, (8); (6) 7-88, (4) s.	 412	NA	NA	   1
viij, 202 s., 1 kartor	 212	NA	NA	   1
30 s.; [1] pl.	  32	NA	NA	   1
xv, 152 s.	 167	NA	NA	   1
481, [1] s.	 482	NA	NA	   1
xvi, 572, iiviii, ii422 s.; [02] s.	 590	NA	NA	   1
134 s. +	 134	NA	NA	   1
220p.,ill.,25cm	 220	NA	NA	   1
[04],112 s.	 116	NA	NA	   1
67,(1)s.,5 pl.-bl.	  67	NA	NA	   1
32 s. =(s. 31-32 opag. annons)=.	NA	NA	NA	   1
xii, 148 s.; iv pl.	 168	NA	NA	   1
108 s.;(viij, 108 s., 8 pl.-bl.)	 224	NA	NA	   1
179 s., viii pl.-bl., 22 s.	 179	NA	NA	   1
[8], 98 s., 6 pl. bl.	 110	NA	NA	   1
72s.,1 kartbl.	  74	NA	NA	   1
[04] , 18 s.	  22	NA	NA	   1
245 s., 8 pl.-bl.	 245	NA	NA	   1
884 s.	 884	NA	NA	   1
[22], 1484 s. =(s. 1483-84 opag.)=.	  22	NA	NA	   1
65,(1)s.,1 kartbl.	  67	NA	NA	   1
[1] s., sp. 131-432	 303	NA	NA	   1
186,(1)s.	 186	NA	NA	   1
57,(1)s	  57	NA	NA	   1
16 s. =(s. 15-16 opag.).=	NA	NA	NA	   1
[4], 79 s.	  83	NA	NA	   1
174, [1] s.	 175	NA	NA	   1
67,(1)s.,7 pl.-bl.	  67	NA	NA	   1
9 [1] s.	NA	NA	NA	   1
Pl.titelbl., xxv pl.	  52	NA	NA	   1
(1),87,(1)s	  87	NA	NA	   1
20 vol., bd 19-20 suppl.	NA	NA	NA	   1
[08], 48 s.	  56	NA	NA	   1
278, [3] s.	 281	NA	NA	   1
(5) 2-564 (12) s.	NA	NA	NA	   1
16 s. =(s. 12-14 opag., s. 15/16 blank)=.	NA	NA	NA	   1
xv, s. 597-979	 398	NA	NA	   1
50,(1) s.	  50	NA	NA	   1
255, [3] s.	 258	NA	NA	   1
A9.	NA	NA	NA	   1
94 s. och 2 kartor	NA	NA	NA	   1
20 s. =(s. 19-20 opag.).=	NA	NA	NA	   1
214 s	 214	NA	NA	   1
14 s. med kolor. bilder	NA	NA	NA	   1
574 s.	 574	NA	NA	   1
430 s.;(430 s.)	 860	NA	NA	   1
182 s. +	 182	NA	NA	   1
[188] , ii1136, [iii04] , iv336 s. (s. iv335-36 opag.).	 188	NA	NA	   1
[02] , ii350, iii176 s.	   2	NA	NA	   1
[02] , 66 s.; [1] pl.	  70	NA	NA	   1
450 s. =(s. 448-50 opag.).=	NA	NA	NA	   1
887s	 887	NA	NA	   1
20 s. =(s. 19 felpag. '17')=.	NA	NA	NA	   1
S. 17-27	  11	NA	NA	   1
S. 249-624 (s. 601-24 opag.)	 624	NA	NA	   1
140 s., 2 pl.-bl.	 140	NA	NA	   1
[8], 194 s.	 202	NA	NA	   1
568s.,26 pl.-bl.	 568	NA	NA	   1
(16) b1. + B4.	NA	NA	NA	   1
237s.,12 pl.-bl.	 237	NA	NA	   1
32,(2)s	  32	NA	NA	   1
[4], 495 s.	 499	NA	NA	   1
72 s., 1 pl.	  74	NA	NA	   1
515 s.	 515	NA	NA	   1
[02], 228 s.	 230	NA	NA	   1
714 s.	 714	NA	NA	   1
101, (1) s., 1 kartbl.	 103	NA	NA	   1
186 p.	 186	NA	NA	   1
[6], 328 s.	 334	NA	NA	   1
s. 130-136	   7	NA	NA	   1
(5), xxvj, 105 s.	 105	NA	NA	   1
225, [2] s.	 227	NA	NA	   1
(10) 1-384 (2) s.	NA	NA	NA	   1
124 bl.	 248	NA	NA	   1
[08] , 388 s.	 396	NA	NA	   1
xii, 433 s	 445	NA	NA	   1
S. 25-50	  26	NA	NA	   1
98, 1 s.	  98	NA	NA	   1
92s.,3 pl.-bl.	  92	NA	NA	   1
179, 28	 179	NA	NA	   1
LXV, 75 s.	 140	NA	NA	   1
87,(1)s. (inkl. ann.)	  87	NA	NA	   1
299s.,8 pl.-bl.	 299	NA	NA	   1
98 s., [3] pl.-bl.	  98	NA	NA	   1
(4), 123 s., 2 portr.	 127	NA	NA	   1
ix,242,(1)s	 251	NA	NA	   1
[8], 269 s.	 277	NA	NA	   1
11, 126 s.	 126	NA	NA	   1
157s	 157	NA	NA	   1
[02] s., s. 353-434 =(s. 434 felpag. '435')=	 436	NA	NA	   1
98, [1] s.	  99	NA	NA	   1
27 s., 4 pl.	  35	NA	NA	   1
443 s.	 443	NA	NA	   1
[10] s., sp. 5-606, s. 607-656	 666	NA	NA	   1
xii,106, (1)s.	 118	NA	NA	   1
(4), 161 s.	 161	NA	NA	   1
[8], 242, [2] s., 1 portr.	 254	NA	NA	   1
[8], 449 s.	 457	NA	NA	   1
327s	 327	NA	NA	   1
(1),10s	  10	NA	NA	   1
xiv,(1),141s.,3 pl.	 161	NA	NA	   1
84, [2] s., 4 pl.-s.	  86	NA	NA	   1
1069 s.	1069	NA	NA	   1
34 s. =(s. 33-34 opag.)=.	NA	NA	NA	   1
12 s., 3 pl.	  18	NA	NA	   1
590 s.	 590	NA	NA	   1
[04] , ii90, iii42 s. =(s. iii34-42 opag.).=	   4	NA	NA	   1
249, [1] s.	 250	NA	NA	   1
S. [37]-67	  31	NA	NA	   1
[2], 15 [1] s.	   2	NA	NA	   1
[04], 140 s.	 144	NA	NA	   1
107, [1] s.	 108	NA	NA	   1
358 s., 1 pl.-bl.	 358	NA	NA	   1
[2], 45 s.	  47	NA	NA	   1
203s.,4 pl.-bl.	 203	NA	NA	   1
56s.,12 pl.-bl.	  56	NA	NA	   1
[18] pl.-bl.	NA	NA	NA	   1
190, [1] s.	 191	NA	NA	   1
(40) bl.	  80	NA	NA	   1
208 s., 1 pl. och 9 kartor	 226	NA	NA	   1
63, (1) s.,1 kartbl.	  65	NA	NA	   1
151,[2] s.	 153	NA	NA	   1
366 s., 1 bl., 2 portr.	 372	NA	NA	   1
23 pl. & omsl.	NA	NA	NA	   1
68s.,11 pl.	  90	NA	NA	   1
xxvii, 63 s.	  90	NA	NA	   1
=Gemensamt titelbl.:= [02] s. 24 s. 24 s. 18 s.	NA	NA	NA	   1
64, [29] s.	  93	NA	NA	   1
166 s., [5] kartbl.	 176	NA	NA	   1
[6], 235 s.	 241	NA	NA	   1
410, 29 s.	 410	NA	NA	   1
208s.,1 diagrambl.	 208	NA	NA	   1
[02] , 206 s.	 208	NA	NA	   1
301s	 301	NA	NA	   1
xiv, 304 s., 5 kartor, 1 stadsplan	 328	NA	NA	   1
[04] , 118 s.; [6] ins.	 122	NA	NA	   1
[2], 127 s.	 129	NA	NA	   1
57 s. & omslag	  57	NA	NA	   1
259, [2] s., 2 faks.	 261	NA	NA	   1
144 s. =(s. 138-42 opag., 143/44 blank)=.	NA	NA	NA	   1
xxxiii, 435 s.	 468	NA	NA	   1
[12] , 100 s.	 112	NA	NA	   1
96, IX s.	 105	NA	NA	   1
[4],148 s.	 152	NA	NA	   1
129,(1)s.,8 pl.-bl.	 129	NA	NA	   1
(2), 334 s., 8 pl.	 350	NA	NA	   1
48 s., 24 pl.-bl.	  48	NA	NA	   1
100, ii08 s.	 100	NA	NA	   1
[1], 15 s.	  16	NA	NA	   1
60 s., [6] pl.-bl.	  60	NA	NA	   1
74, 38 s.	  74	NA	NA	   1
(1),11s.,2 pl.	  15	NA	NA	   1
xxxvi, 348 s., 32 annons-s.	 384	NA	NA	   1
99 s., s. v-vii	 102	NA	NA	   1
[2], 16, [2] s., s. 17-32, [2] s., s. 33-56	  62	NA	NA	   1
269 s., [1] vikt kartbl.	 269	NA	NA	   1
[04] , 88 s.; [1] pl.	  94	NA	NA	   1
243,(1)s.,2 portr.	 247	NA	NA	   1
87 s., [8] pl.bl.	  91	NA	NA	   1
2 vol.;(255 ; 259, [4] s.)	 518	NA	NA	   1
